loss,num_features,frequency,percentage,combination
0.02857142857142858,4,2000,20.0,"1,0,0,1,0,1,0,1,0"
0.014285714285714235,5,2000,20.0,"1,0,0,0,1,1,1,1,0"
0.0357142857142857,3,2000,20.0,"1,0,0,1,0,0,0,0,1"
0.0714285714285714,1,2000,20.0,"0,1,0,0,0,0,0,0,0"
0.042857142857142816,2,2000,20.0,"1,0,0,1,0,0,0,0,0"
