loss,num_features,frequency,percentage,combination
0.2171945701357466,1,2500,25.0,"1,0,0,0,0,0,0,0"
0.1809954751131222,4,2500,25.0,"1,1,1,0,0,0,1,0"
0.2036199095022625,2,2500,25.0,"1,0,0,0,0,1,0,0"
0.18778280542986425,3,2500,25.0,"1,1,1,0,0,0,0,0"
